id,documentId,en,ru,createdAt,updatedAt,publishedAt,locale,fontSize,answerTime,correctAnswer
179,"uvtjqf92y8jle404yioxhpfv","health","здоровье","2025-01-09T22:41:09.499Z","2025-01-13T14:45:33.093Z","","",16,30,true
181,"rqfdm3y700dzedwp2rairso2","health","здоровье","2025-01-09T22:41:24.908Z","2025-01-13T14:47:12.417Z","","",16,30,true
183,"ityzwi0no7tv05j2j8bb85nr","check-in ","регистрация","2025-01-09T22:41:50.427Z","2025-05-31T16:23:41.825Z","","",16,30,true
185,"xwbsygftdc7jtk5kvgyiyx5z","check-in ","регистрация","2025-01-09T22:42:07.370Z","2025-04-03T09:07:01.755Z","","",16,30,true
187,"p1jzufs7dv3x9wpw7ozho2qu","check-in ","регистрация","2025-01-09T22:42:21.820Z","2025-04-03T09:07:03.171Z","","",16,30,true
189,"wz0nd4tqih16cqtji87geydj","check-out","выписка, выселение","2025-01-09T22:42:54.961Z","2025-05-31T16:24:31.318Z","","",16,30,true
191,"eaoaehtibrmnuv2czup35wp5","check-out","выписка, выселение","2025-01-09T22:43:12.671Z","2025-05-31T16:25:00.245Z","","",16,30,true
193,"rlx19vei5jmnn98b10zlnpm8","heating","отопление","2025-01-09T22:43:42.840Z","2025-01-13T14:46:59.989Z","","",16,30,true
195,"d2camzq7mbtqv5wv7j2edm46","heating","отопление","2025-01-09T22:43:56.985Z","2025-01-13T14:47:33.137Z","","",16,30,true
197,"elje88fgb3ksi8hnrd1f7hgi","beach","пляж","2025-01-09T22:44:11.026Z","2025-05-26T10:05:37.475Z","","",16,30,true
200,"k2hbeex54teawvxc2y61tmul","bill","счет","2025-01-09T22:45:02.595Z","2025-05-26T16:40:45.001Z","","",16,30,true
202,"wrvcdm4n2qp0ksnz6i6t98qq","bill","чаевые","2025-01-09T22:45:15.006Z","2025-05-26T16:41:31.044Z","","",16,30,false
204,"shhpo396ib3x219fwxeh53xv","tip","чаевые","2025-01-09T22:45:36.544Z","2025-01-13T14:53:18.174Z","","",16,30,true
206,"m4y5j4m4n02zsfnbqypy78ca","tip","счет","2025-01-09T22:45:57.172Z","2025-01-13T14:52:57.645Z","","",16,30,false
208,"aax7glpko2s5v0kghnjy54nv","tasty","вкусный","2025-01-09T22:46:23.861Z","2025-01-13T14:54:06.220Z","","",16,30,true
210,"dgsadqc64icdwim1s72i36aj","tasty","тестовый","2025-01-09T22:46:39.147Z","2025-01-13T14:53:53.044Z","","",16,30,false
212,"xefxy8kbtv6oinvppcfnf1lh","spicy","острый","2025-01-09T22:47:02.849Z","2025-01-13T15:03:36.398Z","","",16,30,true
214,"hlz8beyjupct9ochmyh0h3c4","spicy","сладкий","2025-01-09T22:47:21.020Z","2025-01-13T15:03:16.408Z","","",16,30,false
216,"wof8t7653k68j2hj4z7lfaak","sweet","сладкий","2025-01-09T22:47:49.940Z","2025-01-13T15:01:34.791Z","","",16,30,true
218,"z01of8vrg5ry9bkji46hak4c","sweet","соленный","2025-01-09T22:48:08.684Z","2025-01-13T14:55:53.707Z","","",16,30,false
267,"i7ll37qf9kj4otgtl5fhr1ym","bitter","горький","2025-01-09T22:56:20.658Z","2025-05-26T16:42:33.698Z","","",16,30,true
273,"btq1yociigqydtqv39e7l54r","receipt","чек","2025-01-09T22:56:47.797Z","2025-01-13T15:07:05.436Z","","",16,30,true
278,"x2fw589z3adf3nis377kopm6","receipt","рецепт","2025-01-09T22:57:25.815Z","2025-01-13T15:06:00.426Z","","",16,30,false
287,"edi1yz0crhwmt0nes7l4x39t","weather (вэза)","погода","2025-01-09T22:58:16.538Z","2025-01-13T14:49:45.480Z","","",16,30,true
290,"aauav7wr2g122yd1c3j5qjau","rain","дождь","2025-01-09T22:58:40.929Z","2025-01-13T15:06:25.955Z","","",16,30,true
297,"fnu0vmzuitbxi64u1vmqfgj7","sunshine","солнечный свет","2025-01-09T22:59:17.711Z","2025-01-13T14:52:17.645Z","","",16,30,true
302,"axdnrn3eo54tyz1330p1zpwd","cloudy","облачно","2025-01-09T22:59:37.581Z","2025-05-31T16:42:04.705Z","","",16,30,true
305,"gwp4kter9myqrb78zqx87ud2","wind","ветрено ","2025-01-09T23:00:01.469Z","2025-01-13T14:39:55.519Z","","",16,30,true
319,"r48rdj9v4nt4pee888kkbwc0","aspects","аспекты","2025-01-09T23:10:03.428Z","2025-06-11T12:49:03.566Z","","",16,30,true
321,"x4nvljf4yw1u476o75t50f3r","resolution","новогодние обещание","2025-01-09T23:11:17.263Z","2025-01-09T23:11:17.263Z","","",16,30,true
323,"y1e0rou01o2dv3vfjnzw7b4v","resolution","мысль","2025-01-09T23:11:45.896Z","2025-01-09T23:11:45.896Z","","",16,30,false
325,"xcwit6jvuvm9miwrxk3rwesg","self-improvement","саморазвитие","2025-01-09T23:14:06.418Z","2025-04-03T09:05:42.027Z","","",16,30,true
327,"jg0gv9b5m54e558hv8ld52wr","goal-setting","постановка целей","2025-01-09T23:14:57.429Z","2025-04-03T09:07:48.282Z","","",16,30,true
329,"k05q0w0y29g7m037881535qm","vague ","расплывчатый","2025-01-09T23:15:42.783Z","2025-04-03T09:05:37.132Z","","",16,30,true
331,"k19w6aj8fh48bqte7rbzj2lh","objectives","цели","2025-01-09T23:16:24.399Z","2025-04-03T09:05:39.487Z","","",16,30,true
333,"xxrys6emepd91tppni9xidiy","insufficient","недостаточный","2025-01-09T23:16:45.530Z","2025-01-13T14:55:04.838Z","","",16,30,true
335,"xjzzlt1gjod66hwj4jm5041u","tracking ","отслеживание","2025-01-09T23:17:28.810Z","2025-04-03T09:05:35.889Z","","",16,30,true
337,"gb0z0isphdehrxalpp75y45w","accountable","подочетный","2025-01-09T23:18:12.976Z","2025-06-11T12:40:51.120Z","","",16,30,true
339,"o6tjy8d4o0z6tvazcv15z6ll","restricting","ограничивающий","2025-01-09T23:19:33.140Z","2025-04-03T09:05:40.871Z","","",16,30,true
341,"ga7ly2921s3dgczlufmkfeve","sustainable","устойчивый","2025-01-09T23:20:31.915Z","2025-04-03T08:59:59.510Z","","",16,30,true
343,"syuymsnoipt7wr6pzen7krci","self-reflection","самоанализ","2025-01-09T23:22:04.052Z","2025-04-03T09:05:34.437Z","","",16,30,true
345,"pmp6li8ywwhvh88od1s7ncdz","various ","различный","2025-01-09T23:23:14.994Z","2025-04-03T09:05:33.267Z","","",16,30,true
347,"vwaisvjs1kzy2xa7bq0c39aa","successful","успешный","2025-01-09T23:24:44.263Z","2025-04-03T09:05:38.312Z","","",16,30,true
352,"ot13v3fkff2uphv7gj03evgi","delight","восторг","2025-01-09T23:53:42.360Z","2025-04-03T09:07:19.227Z","","",16,30,true
354,"e7oetvjkjg6ldtl1khxrxphh","delight","сверкающий","2025-01-09T23:54:15.520Z","2025-04-03T09:07:20.803Z","","",16,30,false
356,"gilcyb7rc5zodqbra0pu2sha","give up","сдаваться","2025-01-09T23:54:43.003Z","2025-04-03T09:07:46.741Z","","",16,30,true
358,"ikph4fq80xi0ud57fg2420l3","run into","случайно встретить","2025-01-09T23:54:59.622Z","2025-01-13T15:05:32.464Z","","",16,30,true
361,"i94x3iwvzdi2dx3f97s4acja","run into","выйти на пробежку","2025-01-09T23:55:39.672Z","2025-01-13T15:05:16.748Z","","",16,30,false
363,"cv5wtkjvkqfocdhhvaafelh1","catch up","догнать, наверстать упущенное","2025-01-09T23:56:18.624Z","2025-05-31T16:14:31.222Z","","",16,30,true
365,"a7m7ev4d5p5bkr5p9289kwa6","catch up","ловить","2025-01-09T23:56:37.903Z","2025-05-31T16:15:08.198Z","","",16,30,false
367,"r74ucvgwyan4h62tbul8kqg2","get along","ладить с кем-то","2025-01-09T23:57:03.039Z","2025-04-03T09:07:43.984Z","","",16,30,true
369,"q6sspo4hslzvx5id4swyxxnm","get along","быть одиноким","2025-01-09T23:57:19.868Z","2025-04-03T09:07:45.346Z","","",16,30,false
371,"dmep6nauc0m5f7utw0y6soly","take up","начать заниматься чем-то","2025-01-09T23:57:50.883Z","2025-01-13T14:54:36.951Z","","",16,30,true
373,"khodbik97t96qi5k3ytmt80q","take up","перенести","2025-01-09T23:58:04.792Z","2025-01-13T14:54:19.266Z","","",16,30,false
375,"jijq4cb31sy88nfpkltllry3","conversation","беседа, общение","2025-01-09T23:58:43.003Z","2025-04-03T09:07:10.345Z","","",16,30,true
377,"jojqjg9s1rfp13wkqcz2245c","conversation","ссора","2025-01-09T23:58:54.658Z","2025-04-03T09:07:11.776Z","","",16,30,false
379,"pzu5ohqo6ugnnjfu1pzloua0","Put off","откладывать что-то на потом","2025-01-09T23:59:22.928Z","2025-01-09T23:59:22.928Z","","",16,30,true
381,"ebka5gxxhylbrq8m8i6wxazn","put off","надеть","2025-01-09T23:59:41.560Z","2025-01-13T15:06:53.933Z","","",16,30,false
383,"b6kw4x4949gr3dzo44gxh715","set up","настраивать, организовывать","2025-01-10T00:00:09.480Z","2025-01-13T15:04:29.426Z","","",16,30,true
385,"dbjlzzydppw4aroe1zid76es","set up","выставлять","2025-01-10T00:00:23.700Z","2025-01-13T15:03:55.903Z","","",16,30,false
387,"f3wzbrwxfyyolieg97s1e00r","argue","спорить, ругаться","2025-01-10T00:01:24.964Z","2025-04-03T09:06:47.030Z","","",16,30,true
389,"m5a32y5otiwo4ofnlar4k8xf","argue","соглашаться","2025-01-10T00:01:37.277Z","2025-05-25T21:40:12.681Z","","",16,30,false
391,"b0alpr3i8g06n5gkesxk9y2x","swear","браниться","2025-01-10T00:02:05.121Z","2025-01-13T15:01:50.115Z","","",16,30,true
393,"u1efmw2r1sn7oycbmwfbinth","swear","ругаться матом","2025-01-10T00:02:19.972Z","2025-01-13T15:02:27.845Z","","",16,30,true
395,"wgtujyy9g3gnc8j7lm04irgv","to spit","плюнуть","2025-01-10T00:02:44.111Z","2025-01-10T00:02:44.111Z","","",16,30,true
397,"hml21pii2omh4zsgzxdwllcj","to spit","загрязнять","2025-01-10T00:02:55.572Z","2025-01-10T00:02:55.572Z","","",16,30,false
399,"xyzn4kwqi5806vjgy3c4m5dt","offend","обидеть","2025-01-10T00:03:18.840Z","2025-01-10T00:03:18.840Z","","",16,30,true
401,"jehu6rmq8n4vysuhb9otbrbt","offend","часто","2025-01-10T00:03:31.495Z","2025-01-10T00:03:31.495Z","","",16,30,false
403,"lxn81cwul2kean2dzc9es4a9","equality","равенство","2025-01-10T00:04:41.659Z","2025-04-03T09:07:32.538Z","","",16,30,true
405,"p1toypdbljq2998712udqlje","equality","равенство","2025-01-10T00:04:53.048Z","2025-04-03T09:07:34.122Z","","",16,30,true
407,"izbuxpt030l3gwgnbo1frg8q","equality","павенство","2025-01-10T00:05:07.237Z","2025-04-03T09:07:35.501Z","","",16,30,true
448,"ziy2ihn1zt2g47g30a73n13u","fever"," лихорадка, жар","2025-01-10T06:50:53.942Z","2025-04-03T09:07:38.231Z","","",16,30,true
450,"xxugmhl7pgg5nitxathgx2wk","cough"," кашель","2025-01-10T06:51:41.349Z","2025-04-03T09:00:38.787Z","","",16,30,true
454,"ayndhegojz3d9u0ez83fayh7","dizziness","головокружение","2025-01-10T06:53:07.340Z","2025-04-03T09:07:26.396Z","","",16,30,true
456,"yra3m7ugpk8bryidsn1dzkr9","vomiting","рвота","2025-01-10T06:53:40.768Z","2025-01-13T14:50:39.691Z","","",16,30,true
458,"o8p2m4jvi79k3pitbt70yzmn","flu ","грипп","2025-01-10T06:54:34.108Z","2025-04-03T09:07:39.838Z","","",16,30,true
460,"b0g1hwc2oojb9i0o7ohhkmtb","ambulance","скорая помощь","2025-01-10T06:55:18.444Z","2025-05-25T21:16:07.533Z","","",16,30,true
462,"yon9l3ss6kisgwonmsqbu7hr","painkiller","обезболивающее","2025-01-10T06:56:03.270Z","2025-01-13T15:06:40.276Z","","",16,30,true
464,"z2e4i38exien0jqoaik1qbd4","ointment ","мазь","2025-01-10T06:56:45.120Z","2025-01-13T15:08:43.351Z","","",16,30,true
466,"oj453m2f8bp3hdrl4p83pdxn","inhaler","ингалятор","2025-01-10T06:58:27.686Z","2025-01-13T14:55:25.939Z","","",16,30,true
484,"x3oyq25np1sumah8p5xfzisf","allow","позволять","2025-01-13T13:26:35.991Z","2025-06-11T13:10:07.912Z","","",16,30,true
486,"wdaj9582qkzrf0s028ri7ayg","prescribe","прописывать, выписывать (рецепт)","2025-01-13T13:44:17.927Z","2025-02-15T13:21:27.151Z","","",16,30,true
491,"c1gyrrmg9n651g92f6mg3533","examine","осматривать","2025-01-13T13:52:21.198Z","2025-04-03T09:00:00.804Z","","",16,30,true
493,"sw1l4t0bh16x00m2gmd1o8sg","operate","оперировать","2025-01-13T13:52:54.798Z","2025-01-13T13:52:54.798Z","","",16,30,true
495,"avi2gdinitfcyaved1yv5e8t","heal","исцелять","2025-01-13T13:53:17.798Z","2025-01-13T13:53:17.798Z","","",16,30,true
497,"lqkel6xkadnhmerm245kmgb9","cure","излечивать","2025-01-13T13:54:13.562Z","2025-04-03T09:00:02.329Z","","",16,30,true
499,"lztmjxbrvo3yn9tlbinm47e6","recover","восстанавливаться","2025-01-13T13:54:35.460Z","2025-01-13T13:54:35.460Z","","",16,30,true
501,"vx5zmg7wzvupl7jvrxpogn8m","infect","заражать","2025-01-13T13:54:59.348Z","2025-01-13T13:54:59.348Z","","",16,30,true
503,"v2h5ezaw40xuuocc6gpzgu6q","vaccinate","вакцинировать","2025-01-13T13:55:26.390Z","2025-01-13T13:55:26.390Z","","",16,30,true
505,"vhq783j6u7nj0n8dpyynx3tc","immunize","иммунизировать","2025-01-13T13:56:03.456Z","2025-01-13T13:56:03.456Z","","",16,30,true
507,"e1xziqacwzeoi8h4tq8p2402","monitor","наблюдать","2025-01-13T13:57:04.912Z","2025-01-13T13:57:04.912Z","","",16,30,true
509,"p1voveplbmhftqgkld696ldf","check","проверять","2025-01-13T13:57:21.468Z","2025-05-31T16:16:57.555Z","","",16,30,true
511,"sees5mofsuripju3b716rfo9","analyze","анализировать","2025-01-13T13:57:43.164Z","2025-04-03T09:00:07.938Z","","",16,30,true
513,"rlr57l9itp6fs7y83uk38iuh","consult","консультировать","2025-01-13T13:58:10.853Z","2025-04-03T09:00:10.991Z","","",16,30,true
515,"x1tb4j1at8zkacgem1stbxrd","rehabilitate","реабилитировать","2025-01-13T13:58:44.001Z","2025-01-13T13:58:44.001Z","","",16,30,true
517,"q7z8iyyy8uw50fapramo8d8c","prevent","предотвращать","2025-01-13T13:59:49.754Z","2025-01-13T13:59:49.754Z","","",16,30,true
519,"zqis465il7lhf763tjbb1ufh","surgery","проводить операцию","2025-01-13T14:00:08.854Z","2025-01-13T14:00:08.854Z","","",16,30,true
521,"fzaelt5a8up8p8i3nvlzsrk7","medicate","лечить медикаментами","2025-01-13T14:00:37.143Z","2025-01-13T14:00:37.143Z","","",16,30,true
523,"novtixmwspu6aincx2t78e1z","refill","пополнить, восполнять","2025-01-13T14:04:29.506Z","2025-01-13T14:09:24.793Z","","",16,30,true
525,"douuz7zbbocshxvbkmiqzo1l","manage","управлять (лечением)","2025-01-13T14:04:49.641Z","2025-01-13T14:06:54.488Z","","",16,30,true
527,"vw00nui78m4lsgujdkhp68m5","chronic disease","хроническое заболевание","2025-01-13T14:05:14.896Z","2025-05-31T16:37:22.759Z","","",16,30,true
529,"luqlgkqtwd6kj6vn7xcm06gv","reduce","уменьшать (боли, симптомы)","2025-01-13T14:05:33.798Z","2025-01-13T14:06:36.926Z","","",16,30,true
531,"wwi1lq89yngecezl80rrk0hy","relieve","облегчать","2025-01-13T14:08:38.240Z","2025-01-13T14:08:38.240Z","","",16,30,true
533,"n7jp5gh9biafmai5xub15xc2","soothe","успокаивать","2025-01-13T14:09:56.694Z","2025-01-13T14:09:56.694Z","","",16,30,true
535,"z7q0mlu4r7ohgprf6spw2qxt","alleviate","смягчать","2025-01-13T14:10:51.123Z","2025-04-03T09:00:13.611Z","","",16,30,true
537,"rd525myph0ad63e8mammsnwz","substitute","заменять","2025-01-13T14:11:29.049Z","2025-01-13T14:11:29.049Z","","",16,30,true
539,"cb9qzegvno9l5odgjoyz53po","bandage","перевязывать","2025-01-13T14:11:48.601Z","2025-06-11T13:49:46.665Z","","",16,30,true
541,"sy60e4b9gap6asith96cryie","suture","накладывать швы","2025-01-13T14:13:31.492Z","2025-01-13T14:13:31.492Z","","",16,30,true
543,"rmcpxr776aqbttrbk0c51683","disinfect","дезинфицировать","2025-01-13T14:13:57.436Z","2025-04-03T09:00:06.580Z","","",16,30,true
545,"g8qx6lxjc5gb99vsv6d9eclj","inoculate","прививать","2025-01-13T14:14:49.844Z","2025-01-13T14:14:49.844Z","","",16,30,true
547,"jce9421frrcjiokgpomm76gf","inject","вводить инъекцию","2025-01-13T14:15:25.327Z","2025-01-13T14:15:25.327Z","","",16,30,true
552,"m8mcjrz87dw0ukvazizsvx2v","assess","оценивать","2025-01-13T14:16:07.681Z","2025-06-11T12:55:15.078Z","","",16,30,true
555,"vs0n2v8a8156d0t7ohikugad","rescue","спасать","2025-01-13T14:16:33.457Z","2025-01-13T14:16:33.457Z","","",16,30,true
557,"drzadnglirhoidnpq7xg81qv","admit","госпитализировать","2025-01-13T14:16:58.066Z","2025-04-03T09:00:20.938Z","","",16,30,false
559,"rwa65b08p363z4bpxuqs2s8d","discharge","выписывать (из больницы)","2025-01-13T14:17:28.490Z","2025-04-03T09:00:25.156Z","","",16,30,true
561,"bh6x90bdwec9cshgbya7cq0e","numb","обезболивать","2025-01-13T14:18:01.265Z","2025-01-13T14:18:01.265Z","","",16,30,true
563,"iqnf7zu6289pad6fghcji59j","sustain","поддерживать (здоровье, жизнь)","2025-01-13T14:18:49.960Z","2025-01-13T14:18:49.960Z","","",16,30,true
564,"j3txbwth4e858j6ejml5er4g","compensate","компенсировать","2025-01-13T14:19:38.031Z","2025-04-03T09:00:26.460Z","","",16,30,true
567,"boen58878erqr1csah1ybfsw","stimulate","стимулировать","2025-01-13T14:20:00.435Z","2025-01-13T14:20:00.435Z","","",16,30,true
569,"dinuptwk2dipefsz0jj3lvr1","energize","придавать силы","2025-01-13T14:20:19.104Z","2025-04-03T09:00:27.756Z","","",16,30,true
576,"uql0mthfrfhxz6o397c6mex8","excrete","выделять (токсины, вещества)","2025-01-13T14:21:38.649Z","2025-04-03T09:00:30.613Z","","",16,30,true
584,"pnmtfwy3nyxatqbu2ahrcfv4","swab","обрабатывать ватным тампоном","2025-01-13T14:23:00.456Z","2025-01-13T14:23:00.456Z","","",16,30,true
586,"ymf2b7jokfbekuosp2qa1bp7","testify","свидетельствовать (о состоянии здоровья)","2025-01-13T14:23:36.549Z","2025-01-13T14:23:36.549Z","","",16,30,true
588,"gatqg6kr4a44w9wpk0nkc50y","inhale","вдыхать","2025-01-13T14:25:00.814Z","2025-01-13T14:25:00.814Z","","",16,30,true
590,"rbxgcgag1o0cx8txvgwozd4n","exhale","выдыхать","2025-01-13T14:25:52.558Z","2025-04-03T09:00:33.276Z","","",16,30,true
592,"pbcqblbpz2z6prj3u4f5syf4","perform","выполнять (процедуру)","2025-01-13T14:26:15.877Z","2025-01-13T14:26:15.877Z","","",16,30,true
594,"fd04bm94ajgxrnv72vv7dook","breathe","дышать","2025-01-13T14:26:35.380Z","2025-05-26T16:55:42.964Z","","",16,30,true
596,"hns8k22qlml2szaqwlylqevt","sneeze","чихать","2025-01-13T14:26:49.072Z","2025-01-13T14:26:49.072Z","","",16,30,true
598,"rt8d2z3k5gundgpobmyxygw1","cough","кашлять","2025-01-13T14:27:06.195Z","2025-04-03T09:00:40.137Z","","",16,30,true
600,"qh1sjcuis5blf01fh4mrby65","choke","задыхаться","2025-01-13T14:27:24.619Z","2025-05-31T16:36:00.763Z","","",16,30,true
602,"vt23o9k4b2hz1gln5dt7abcf","faint","падать в обморок","2025-01-13T14:27:47.402Z","2025-04-03T09:00:45.489Z","","",16,30,true
604,"jevqn5rtwu7bny2cyzasvjvy","rejuvenate","омолаживать","2025-01-13T14:28:05.858Z","2025-01-13T14:28:05.858Z","","",16,30,true
606,"mct6pnb8d5ptwo7dd2ir059f","strenghten","укреплять","2025-01-13T14:28:30.866Z","2025-01-13T14:28:30.866Z","","",16,30,true
608,"nbzcght6ru3b0vyddf6eb8fq","rehydrate","обезвоживать","2025-01-13T14:28:52.870Z","2025-01-13T14:28:52.870Z","","",16,30,true
610,"dksn717wt3zzaasyha25asxu","withdraw","отменить (препарат)","2025-01-13T14:29:24.985Z","2025-01-13T14:29:24.985Z","","",16,30,true
612,"rjyh6v7oiilm3hf26vpp5qji","contaminate","загрязнять","2025-01-13T14:30:22.776Z","2025-04-03T09:00:49.513Z","","",16,30,true
614,"p9oacninfmv5vgf1vgchf4um","purge","очищать","2025-01-13T14:30:44.424Z","2025-01-13T14:30:44.424Z","","",16,30,true
616,"othcmtt07ex8ui1cud8k7kds","dissolve","растворять (лекарство)","2025-01-13T14:31:11.803Z","2025-04-03T09:00:52.192Z","","",16,30,true
618,"wqbsya7qyv29q9zahivyvhbu","detoxify","детоксицировать","2025-01-13T14:31:37.562Z","2025-04-03T09:00:53.524Z","","",16,30,true
620,"x18959yn36flu781cd0mz39p","supplement","дополнять (диету)","2025-01-13T14:31:58.140Z","2025-01-13T14:31:58.140Z","","",16,30,true
623,"venpjweonz8kcd7hxtat4zfs","induсe","вызывать (роды, сон)","2025-01-13T14:33:35.695Z","2025-01-13T14:33:35.695Z","","",16,30,true
625,"dgiiqtln2m8m4d9fh5f13230","accelerate","ускорять","2025-01-13T14:34:09.061Z","2025-05-25T20:50:28.457Z","","",16,30,true
639,"hu0x0dj8ljy9imxf72q88yf2","treat","оперировать","2025-01-13T15:13:11.222Z","2025-01-13T15:13:11.222Z","","",16,30,false
641,"gpv9iqn113cn2p0z4x9qbqaj","prescribe","описывать","2025-01-13T15:14:34.140Z","2025-01-13T15:14:34.140Z","","",16,30,false
643,"wh0wiexb121lf2gk8npk90va","examine","учить","2025-01-13T15:14:59.203Z","2025-04-03T09:07:36.872Z","","",16,30,false
652,"lolm44gmnin414em6dkqhi85","operate"," снимать видео","2025-01-13T15:19:11.748Z","2025-01-13T15:19:11.748Z","","",16,30,""
653,"k149803kjb7ce5711trha30v","heal","пить лекарства","2025-01-13T15:20:42.612Z","2025-01-13T15:20:42.612Z","","",16,30,""
654,"mt8vun7gqyp9dnx4prh39jim","cure","болезнь","2025-01-13T15:21:57.769Z","2025-04-03T09:00:03.823Z","","",16,30,false
655,"fgbtw60qf7dx4judqz7rggvv","recover","раскрыть","2025-01-13T15:22:33.846Z","2025-01-13T15:22:33.846Z","","",16,30,""
656,"srrxw4a0v1ck86jwwsssq82x","infect","неэффективный","2025-01-13T15:23:11.134Z","2025-01-13T15:23:11.134Z","","",16,30,""
658,"gylr4y0lsw118d94s7dwgjm0","vaccinate","вирус","2025-01-13T15:23:52.213Z","2025-01-13T15:23:52.213Z","","",16,30,""
