id,documentId,ru,es,createdAt,updatedAt,publishedAt,locale,fontSize,answerTime,correctAnswer
92,"ey6yueurc4swen0p73g7ckr1","la camiseta ","майка","2025-04-20T17:33:12.105Z","2025-04-20T17:33:12.105Z","","",16,30,false
94,"icpamad8hjdazbuieikz1vwk","la camisa ","рубашка","2025-04-20T17:35:09.653Z","2025-04-20T17:35:09.653Z","","",16,30,true
96,"ev6d3i25lheniv4wkgah2jgt","la camisa ","пиджак","2025-04-20T17:37:29.556Z","2025-04-20T17:37:29.556Z","","",16,30,false
98,"a38s1nc4kazblbes9ua6tlai","el pantalón ","брюки","2025-04-20T17:38:52.732Z","2025-04-20T17:38:52.732Z","","",16,30,true
100,"mns59eea8diyuayy7vieux78","брюки","джинсы","2025-04-20T17:39:48.106Z","2025-04-20T17:39:48.106Z","","",16,30,false
102,"i56vcmaqbpilxitiwtqob24o","los pantalones cortos ","шорты","2025-04-20T17:41:07.467Z","2025-04-20T17:41:07.467Z","","",16,30,true
104,"qs0f641k6iok59wsptnp1u83","los pantalones cortos ","брюки","2025-04-20T17:42:17.332Z","2025-04-20T17:42:17.332Z","","",16,30,false
106,"hvp58w0qjkfrmdbxhr24ibcy","el vestido ","платье","2025-04-20T17:43:33.294Z","2025-04-20T17:43:33.294Z","","",16,30,true
108,"ye2mfowqiqrff293ivcsc9n8","el vestido — платье","туника","2025-04-20T17:44:49.343Z","2025-04-20T17:44:49.343Z","","",16,30,false
110,"ljyq9bmwgitiex2f30ljyho0","la falda "," юбка","2025-04-20T17:45:52.733Z","2025-04-20T17:45:52.733Z","","",16,30,true
112,"b510m6qig9sh23w540bq147t","la falda ","платье","2025-04-20T17:46:48.620Z","2025-04-20T17:46:48.620Z","","",16,30,false
114,"ora8me792fa6tau2rlok0cwh","el suéter / el jersey ","свитер","2025-04-20T17:47:52.379Z","2025-04-20T17:47:52.379Z","","",16,30,true
116,"sxz72ag868dh5td22fy8ge6x","el suéter / el jersey ","пиджак","2025-04-20T17:48:50.194Z","2025-04-20T17:48:50.194Z","","",16,30,false
118,"wzgjo66s9d6fl3l8i21ih4ab","la chaqueta "," куртка","2025-04-20T17:49:53.359Z","2025-04-20T17:49:53.359Z","","",16,30,true
120,"a1e0x6qe82iyfmx7g2jdl3qa","la chaqueta ","cвитер","2025-04-20T17:51:26.108Z","2025-04-20T17:51:26.108Z","","",16,30,false
122,"wv62g6bhwotv1497vrqwaa4l","el abrigo ","пальто","2025-04-20T17:52:34.282Z","2025-04-20T17:52:34.282Z","","",16,30,true
124,"l5t6rjcc9pr39277bveqyu94","el abrigo — пальто","плащ","2025-04-20T17:53:36.599Z","2025-04-20T17:53:36.599Z","","",16,30,false
126,"dl09581jgbdnigv2fz2nbpzf","el traje ","пальто","2025-04-20T17:55:15.514Z","2025-04-20T17:55:15.514Z","","",16,30,false
128,"m6olzgnv1whglpm5jnpwhe70","el traje ","костюм","2025-04-20T17:56:20.879Z","2025-04-20T17:56:20.879Z","","",16,30,true
130,"f282ilrbrtuq3hft7wi5gexv","el chándal ","спортивный костюм","2025-04-20T17:57:43.971Z","2025-04-20T17:57:43.971Z","","",16,30,true
132,"tsdsytyp1wuhxzb17lbro7cn","el chándal ","костюм","2025-04-20T17:59:00.609Z","2025-04-20T17:59:00.609Z","","",16,30,false
134,"g1wt3u5hcqliqmu4jquy7q48","los vaqueros ","брюки","2025-04-20T18:00:08.600Z","2025-04-20T18:00:08.600Z","","",16,30,false
136,"gch0o5lbi5q2imxd4fwkqlpt","los vaqueros ","джинсы","2025-04-20T18:00:53.212Z","2025-04-20T18:00:53.212Z","","",16,30,true
138,"in684ndmlwvzzewnsiipylfj","el calzado","Обувь ","2025-04-20T18:02:24.284Z","2025-04-20T18:02:24.284Z","","",16,30,true
140,"cbu9a8t2jycsmqlke2uu0h9v","el calzado","одежда","2025-04-20T18:03:24.867Z","2025-04-20T18:03:24.867Z","","",16,30,false
142,"mkzzqdaf84yesvm4g0beigeb"," los zapatos "," туфли","2025-04-20T18:06:07.320Z","2025-04-20T18:06:07.320Z","","",16,30,true
144,"w41f6lw0757ip6xq2aav2hqb"," los zapatos ","тапочки","2025-04-20T18:07:26.506Z","2025-04-20T18:07:26.506Z","","",16,30,false
146,"n6ahad08piufur8udd7h8cki","las zapatillas ","кроссовки","2025-04-20T18:08:49.378Z","2025-04-20T18:08:49.378Z","","",16,30,true
148,"f0s0um9yfnjw0tm60k72bie5","las zapatillas — кроссовки","туфли","2025-04-20T18:09:41.049Z","2025-04-20T18:09:41.049Z","","",16,30,false
150,"clsq2k7f9nwz6xodnudtficw","las sandalias "," сандалии","2025-04-20T18:10:45.328Z","2025-04-20T18:10:45.328Z","","",16,30,true
152,"ssvcpcvz4ahs4iznt2v4qjxu","las sandalias ","сапоги","2025-04-20T18:11:45.404Z","2025-04-20T18:11:45.404Z","","",16,30,false
154,"wfzzvel62rmj7d0pdiuokftj","las botas "," сапоги","2025-04-20T18:12:44.408Z","2025-04-20T18:12:44.408Z","","",16,30,true
156,"vjwp1aemwuibjok9d51q28bh","las botas ","кроссовки","2025-04-20T18:13:50.000Z","2025-04-20T18:13:50.000Z","","",16,30,false
158,"kyxg4pyh4jlj2em01tm85ipn","las chanclas ","шлёпанцы","2025-04-20T18:15:09.590Z","2025-04-20T18:15:09.590Z","","",16,30,true
160,"nb0c98vpus1e6plznrp6kmu5","las chanclas ","сандали","2025-04-20T18:16:11.011Z","2025-04-20T18:16:11.011Z","","",16,30,false
162,"hrnwtrqqci7rw97rm81dmcy2","los accesorios","Аксессуары ","2025-04-20T18:17:27.594Z","2025-04-20T18:17:27.594Z","","",16,30,true
164,"jeuc9pfplnd03gig2vlm7yek","los accesorios","косметика","2025-04-20T18:18:41.524Z","2025-04-20T18:18:41.524Z","","",16,30,false
166,"cie7cne8s0s50j4o6eboojx4","el sombrero"," шляпа","2025-04-20T18:19:58.434Z","2025-04-20T18:19:58.434Z","","",16,30,true
168,"b6bcpi59w48cqqn7n881vhwg","el sombrero ","кепка","2025-04-20T18:20:56.159Z","2025-04-20T18:20:56.159Z","","",16,30,false
170,"xmqj6306zo7v9ofsjfkzm95u","la gorra"," кепка","2025-04-20T18:22:20.156Z","2025-04-20T18:22:20.156Z","","",16,30,true
172,"mz0vz3v0mkfzoyjn5xp86qyt","la gorra ","пилотка","2025-04-20T18:23:36.359Z","2025-04-20T18:23:36.359Z","","",16,30,false
174,"j1itn4go8vnje7iw6hweb5j9","la bufanda "," шарф","2025-04-20T18:25:15.470Z","2025-04-20T18:25:15.470Z","","",16,30,true
176,"tszxu2weytgl70nu2iyca2ox","la bufanda ","платок","2025-04-20T18:26:02.234Z","2025-04-20T18:26:02.234Z","","",16,30,false
178,"cza8kd3vts94bjr0p6n61ong","los guantes "," перчатки","2025-04-20T18:27:21.465Z","2025-04-20T18:27:21.465Z","","",16,30,true
180,"nhb13b98oajkzu09dylca6jw","los guantes ","пальто","2025-04-20T18:28:23.674Z","2025-04-20T18:28:23.674Z","","",16,30,false
182,"nf2qqgxs80zvg7dmuiyl7jwz","las gafas de sol "," солнечные очки","2025-04-20T18:29:34.863Z","2025-04-20T18:29:34.863Z","","",16,30,true
184,"qmbync7kqo2l2jmxcm4qujqv","las gafas de sol ","шляпа","2025-04-20T18:30:30.037Z","2025-04-20T18:30:30.037Z","","",16,30,false
186,"vsslifvh6qt61cf2ulrkhhzw","el bolso "," сумка","2025-04-20T18:32:46.211Z","2025-04-20T18:32:46.211Z","","",16,30,true
188,"t19eln2l29e79magig3t39r1","el bolso ","багаж","2025-04-20T18:33:37.350Z","2025-04-20T18:33:37.350Z","","",16,30,false
190,"ivdy8p1dajomev26bveh4l0m","el cinturón ","ремень","2025-04-20T18:34:41.182Z","2025-04-20T18:34:41.182Z","","",16,30,true
192,"xk9vwlm73fk4thmucg5r8yu5","el cinturón ","солнечные очки","2025-04-20T18:36:07.236Z","2025-04-20T18:36:07.236Z","","",16,30,false
194,"acu2dplo7eglspvl5eucllu9","cero","0 ","2025-04-22T10:57:54.306Z","2025-04-22T10:57:54.306Z","","",16,30,true
196,"okpm4yncij3hx1suxwdj55lo","cero","1","2025-04-22T10:59:15.580Z","2025-04-22T10:59:15.580Z","","",16,30,false
198,"kuc596e3ewezpprli8o2q2sp"," uno","1","2025-04-22T11:00:44.206Z","2025-04-22T11:00:44.206Z","","",16,30,true
200,"iv6rat8bgxye1580zwr208wi","uno","0","2025-04-22T11:01:58.104Z","2025-04-22T11:01:58.104Z","","",16,30,false
202,"h14c293fnv2n6ocigoicz4pj","dos","2","2025-04-22T11:03:34.645Z","2025-04-22T11:03:34.645Z","","",16,30,true
204,"nnly9mdf3452zcafnk1rtrkm"," dos","5","2025-04-22T11:04:39.232Z","2025-04-22T11:04:39.232Z","","",16,30,false
206,"qpixdxiobrswzd5uvrmid41u","tres","3","2025-04-22T11:08:47.342Z","2025-04-22T11:08:47.342Z","","",16,30,true
208,"f84ic6yochecdqfie3bn8uli"," tres","7","2025-04-22T11:09:36.954Z","2025-04-22T11:09:36.954Z","","",16,30,false
210,"z2iiw4vhcodl63w3fbhr2vgf","cuatro","4","2025-04-22T11:10:46.885Z","2025-04-22T11:10:46.885Z","","",16,30,false
212,"wjqtwtzq3vworb88xlfkpvre"," cuatro","5","2025-04-22T11:11:42.126Z","2025-04-22T11:11:42.126Z","","",16,30,false
214,"fektd880u30lqul4yikn6fgv"," cinco","5","2025-04-22T11:13:01.639Z","2025-04-22T11:13:01.639Z","","",16,30,true
216,"hois7xfsq19ahva74ubmb6pq","cinco","8","2025-04-22T11:14:07.670Z","2025-04-22T11:14:07.670Z","","",16,30,false
218,"plo04ta2waw2wygvtc37kwnz","seis","6","2025-04-22T11:15:33.681Z","2025-04-22T11:15:33.681Z","","",16,30,true
220,"gwv0bw3ielg5wps57t4vu7a7","seis","7","2025-04-22T11:16:21.096Z","2025-04-22T11:16:21.096Z","","",16,30,false
222,"ps0lkllw6bmtht2w533595ka"," siet","7","2025-04-22T11:17:18.549Z","2025-04-22T11:17:18.549Z","","",16,30,true
224,"sbwwmizl5uwjgsbz1e0kp5yr","siet","6","2025-04-22T11:18:10.321Z","2025-04-22T11:18:10.321Z","","",16,30,false
226,"wuzopoeh32yzvmwxogugn6bf","ocho","8","2025-04-22T11:19:00.282Z","2025-04-22T11:19:00.282Z","","",16,30,true
228,"f5slgetw44vlxfpdkg9pd7h3"," ocho","6","2025-04-22T11:19:46.745Z","2025-04-22T11:19:46.745Z","","",16,30,false
230,"x2mv02mbzx9zdm6tbnlvzsc4"," nueve","9","2025-04-22T11:20:40.707Z","2025-04-22T11:20:40.707Z","","",16,30,true
232,"qdvjgyjjd80aonuv9fnberze","nueve","10","2025-04-22T11:21:40.330Z","2025-04-22T11:21:40.330Z","","",16,30,false
234,"asrpafseb623e8lstqdn06kb"," diez","10","2025-04-22T11:22:44.731Z","2025-04-22T11:22:44.731Z","","",16,30,true
236,"k61a9z5u8pnbatarzw6l2ipz"," diez","0","2025-04-22T11:23:34.879Z","2025-04-22T11:23:34.879Z","","",16,30,false
238,"uc8a7uu8smv9bwb4no5ifupe","once","11","2025-04-22T11:24:34.135Z","2025-04-22T11:24:34.135Z","","",16,30,true
240,"bw3husm3lxfoq3e3um8ydxlz"," once","1","2025-04-22T11:25:20.557Z","2025-04-22T11:25:20.557Z","","",16,30,false
242,"igoyjohrlzjj7f25hwpcn228","doce","12","2025-04-22T11:26:22.666Z","2025-04-22T11:26:22.666Z","","",16,30,true
243,"up3x6w25bqb9v01ktoz10hlu","doce","12","2025-04-22T11:26:22.739Z","2025-04-22T11:26:22.739Z","","",16,30,true
246,"lcybut28fw62hwo8wtxklnyu"," doce","10","2025-04-22T11:27:17.492Z","2025-04-22T11:27:17.492Z","","",16,30,false
248,"gq4sj6j0sk33np4rbzuywa82"," trece","13","2025-04-22T11:28:24.644Z","2025-04-22T11:28:24.644Z","","",16,30,true
250,"ik1imeb2d35ow975pz0hemdk"," trece","3","2025-04-22T11:29:23.754Z","2025-04-22T11:29:23.754Z","","",16,30,false
252,"pl58574o1i3djvovgyog1avd","catorce","14","2025-04-22T11:30:22.339Z","2025-04-22T11:30:22.339Z","","",16,30,true
254,"ng1qo10eqxj1bf70qzjzkct1","catorce","8","2025-04-22T11:31:26.307Z","2025-04-22T11:31:26.307Z","","",16,30,false
256,"eeqoyurt84bcxlt29qoebb4u"," quince","15","2025-04-22T11:32:31.387Z","2025-04-22T11:32:31.387Z","","",16,30,true
258,"c752jowrgricb9kau5d71nzv"," quince","9","2025-04-22T11:33:19.415Z","2025-04-22T11:33:19.415Z","","",16,30,false
260,"jiooe7ufprerufzgjbg4tcor","dieciséis","16","2025-04-22T11:34:18.708Z","2025-04-22T11:34:18.708Z","","",16,30,true
262,"env2bupk3bfysafrgx2hxi5x"," dieciséis","12","2025-04-22T11:35:12.633Z","2025-04-22T11:35:12.633Z","","",16,30,false
264,"o4m5p13jjw36q7jil0nclkxg","diecisiete","17","2025-04-22T11:36:16.419Z","2025-04-22T11:36:16.419Z","","",16,30,true
266,"vn0z62ute1fj0zmnvp04tql5"," diecisiete","6","2025-04-22T11:37:01.296Z","2025-04-22T11:37:01.296Z","","",16,30,false
268,"fk3asf6zio3uejytibhra77i","dieciocho","18","2025-04-22T11:38:24.586Z","2025-04-22T11:38:24.586Z","","",16,30,true
270,"s94d2hzmlpt36hto99ovhljy"," dieciocho","20","2025-04-22T11:39:25.544Z","2025-04-22T11:39:25.544Z","","",16,30,false
272,"vkzh6qvibzhjc0f5xybfkqiy","diecinueve","19","2025-04-22T11:40:26.194Z","2025-04-22T11:40:26.194Z","","",16,30,true
274,"ergpzjmefb4n8znrlrct2y4s"," veinte","20","2025-04-22T11:41:36.118Z","2025-04-22T11:41:36.118Z","","",16,30,true
276,"mjw8uuizj59l5my5vo13ss3f"," veinte","2","2025-04-22T11:42:48.936Z","2025-04-22T11:42:48.936Z","","",16,30,false
278,"z9rcjelrfutpplg5063mm1vx"," veinte","2","2025-04-22T11:42:49.748Z","2025-04-22T11:42:49.748Z","","",16,30,false
280,"d0mdyr25q67n01lgeutbms7v","treinta","30","2025-04-22T11:44:35.403Z","2025-04-22T11:44:35.403Z","","",16,30,true
282,"oj10t2t8uy4ukx3p3elqbgot"," treinta","45","2025-04-22T11:45:50.941Z","2025-04-22T11:45:50.941Z","","",16,30,false
284,"nkqkehb5xgmawwavga9ieife"," cuarenta","40","2025-04-22T11:50:17.037Z","2025-04-22T11:50:17.037Z","","",16,30,true
286,"jg56d8eqra932vizj2ahadud"," cuarenta","20","2025-04-22T11:51:03.066Z","2025-04-22T11:51:03.066Z","","",16,30,false
288,"i3ky0fyygu76i411623uat2f"," cincuenta","50","2025-04-22T11:52:00.622Z","2025-04-22T11:52:00.622Z","","",16,30,true
290,"msuql0razfe20ffsnxpqzxlp"," cincuenta","70","2025-04-22T11:52:55.639Z","2025-04-22T11:52:55.639Z","","",16,30,false
292,"id9uhhut80zhcefzx389g0gt"," sesenta","60","2025-04-22T11:54:18.965Z","2025-04-22T11:54:18.965Z","","",16,30,true
294,"ci6gt8752b4n33tg61rydama"," sesenta","20","2025-04-22T11:55:04.725Z","2025-04-22T11:55:04.725Z","","",16,30,false
296,"rragea1rab50da0skbufjq9w","setenta","70","2025-04-22T11:56:02.844Z","2025-04-22T11:56:02.844Z","","",16,30,true
298,"tk93mhqtxpqm2bznr244k6lb"," setenta","60","2025-04-22T11:56:45.569Z","2025-04-22T11:56:45.569Z","","",16,30,false
300,"e7mutx7u9h7smfeidfg711ji","ochenta","80","2025-04-22T13:13:59.136Z","2025-04-22T13:13:59.136Z","","",16,30,false
302,"vmqxbd2wsssyz4gmr4m5lz5t"," ochenta","10","2025-04-22T13:17:15.996Z","2025-04-22T13:17:15.996Z","","",16,30,false
304,"qcp9xlgeukj4xu37ozy2iddr"," noventa","90","2025-04-22T13:18:19.991Z","2025-04-22T13:18:19.991Z","","",16,30,true
306,"gveewtfib0jnxx762shiodzp"," cien","100","2025-04-22T13:19:30.867Z","2025-04-22T13:19:30.867Z","","",16,30,true
308,"sx66q93knas6uspq8bp9clm5","cien ","50","2025-04-22T13:20:41.304Z","2025-04-22T13:20:41.304Z","","",16,30,false
310,"j1i68hjw09tvkiqrjprz8mk6"," veintiuno","21","2025-04-22T13:21:47.245Z","2025-04-22T13:21:47.245Z","","",16,30,false
312,"mzzxb8i5fzf3p5nsd8cp2slq"," veintiuno","31","2025-04-22T13:22:40.810Z","2025-04-22T13:22:40.810Z","","",16,30,false
314,"u24hciznovtvecyj0k341j48"," treinta y cinco","35","2025-04-22T13:28:00.162Z","2025-04-22T13:28:00.162Z","","",16,30,true
316,"xmnapzuiff80c4lmaadg6e69"," treinta y cinco","25","2025-04-22T13:29:13.210Z","2025-04-22T13:29:13.210Z","","",16,30,false
318,"gentiz7r1mxe8pxmabc4oynl"," cuarenta y ocho","48 ","2025-04-22T13:30:47.723Z","2025-04-22T13:30:47.723Z","","",16,30,true
320,"hzvdvd860kmzereff1cc6sfj","cuarenta y ocho","46","2025-04-22T13:31:42.494Z","2025-04-22T13:31:42.494Z","","",16,30,false
322,"ze1qq5tcbi05ff9lplbk28de","cincuenta y siete","57","2025-04-22T13:33:36.608Z","2025-04-22T13:33:36.608Z","","",16,30,true
324,"f7xevjuqmuqrqp4sxr1zaf3r"," cincuenta y siete","75","2025-04-22T13:34:20.295Z","2025-04-22T13:34:20.295Z","","",16,30,false
326,"rxkkfnu0bkeewmebyyqmfi8z"," noventa y nueve","99","2025-04-22T13:35:23.255Z","2025-04-22T13:35:23.255Z","","",16,30,true
328,"tazjtypz9zi4aryy8sysac5j"," noventa y nueve","90","2025-04-22T13:36:21.638Z","2025-04-22T13:36:21.638Z","","",16,30,false
330,"fi60ovr9zlqmutas2q3ijcv7"," doscientos","200","2025-04-22T13:37:41.172Z","2025-04-22T13:37:41.172Z","","",16,30,false
332,"mkefyk55xqwkj9ceqmp7alef","doscientos","100","2025-04-22T13:38:52.619Z","2025-04-22T13:38:52.619Z","","",16,30,false
334,"nnm4bo9kyvstjm3kvi1z3nvk","tresciento","300","2025-04-22T13:39:59.644Z","2025-04-22T13:39:59.644Z","","",16,30,true
336,"q3umjpepa3gftu5b6slbjo04","tresciento","200","2025-04-22T13:40:44.694Z","2025-04-22T13:40:44.694Z","","",16,30,false
338,"z180963l4456pwupvbnenawf"," cuatrocientos","400","2025-04-22T13:42:00.196Z","2025-04-22T13:42:00.196Z","","",16,30,true
340,"wmbn8n9lrr837l0t27a6as28"," cuatrocientos","100","2025-04-22T13:42:43.810Z","2025-04-22T13:42:43.810Z","","",16,30,false
342,"duvhvfylsy4ka1n0ej5uoiu2"," quinientos","500","2025-04-22T13:43:42.510Z","2025-04-22T13:43:42.510Z","","",16,30,true
344,"jiy1f9tgqy7shjwoagl6gil1"," quinientos","300","2025-04-22T13:44:24.048Z","2025-04-22T13:44:24.048Z","","",16,30,false
346,"k0zqdbwn5ni9goz3h8npm50d"," seiscientos","600","2025-04-22T13:45:20.451Z","2025-04-22T13:45:20.451Z","","",16,30,true
348,"tj39s98lpsf97em39quv9a1m","seiscientos","520","2025-04-22T13:46:08.622Z","2025-04-22T13:46:08.622Z","","",16,30,false
350,"dd85lmzlu22wlix5dqv66lsz"," setecientos","700","2025-04-22T13:47:12.566Z","2025-04-22T13:47:12.566Z","","",16,30,true
352,"itp43jcldtqcdtbn4vutdm8b"," setecientos","600","2025-04-22T13:47:59.776Z","2025-04-22T13:47:59.776Z","","",16,30,false
354,"cp75yyulv6qeduo3ox9r261p"," ochocientos","800","2025-04-22T13:49:25.320Z","2025-04-22T13:49:25.320Z","","",16,30,true
356,"pmfh32hmovga9s9ijdfjqwaj"," ochocientos","80","2025-04-22T13:50:10.239Z","2025-04-22T13:50:10.239Z","","",16,30,false
358,"bx3s95ewhxf5z3gbj3zd640z"," novecientos","900","2025-04-22T13:51:13.618Z","2025-04-22T13:51:13.618Z","","",16,30,true
360,"o7nq5o6ica2wsx7pw7ctkvv6","novecientos","500","2025-04-22T13:52:01.670Z","2025-04-22T13:52:01.670Z","","",16,30,false
362,"i637sxoblihiovv4f7q5h933","mil","1000","2025-04-22T13:53:19.662Z","2025-04-22T13:53:19.662Z","","",16,30,true
364,"pl1coip82c86m0n9dcjxsuw9","mil","100","2025-04-22T13:54:39.010Z","2025-04-22T13:54:39.010Z","","",16,30,false
366,"o2n01ittmewo45z1upd06rme","dos mi","2 000 ","2025-04-22T13:56:33.114Z","2025-04-22T13:56:33.114Z","","",16,30,true
370,"tmpvzxqoowlemkajhs0koim2"," diez mil","10 000 ","2025-04-22T13:58:37.374Z","2025-04-22T13:58:37.374Z","","",16,30,true
372,"xqzljkioscfpzi1ec5xn5tgz","diez mil","100000","2025-04-22T13:59:37.807Z","2025-04-22T13:59:37.807Z","","",16,30,false
374,"o7c4umww5bqm26xp4m9qjkdw","dos mil","2 000","2025-04-22T14:02:55.656Z","2025-04-22T14:02:55.656Z","","",16,30,true
376,"zo76xv8ispnkmfodezw8xjw9"," cien mil","100 000 ","2025-04-22T14:04:03.251Z","2025-04-22T14:04:03.251Z","","",16,30,true
378,"yrm2drxe98wtbip5qyfi66ou","cien mil","200 000","2025-04-22T14:05:23.845Z","2025-04-22T14:05:23.845Z","","",16,30,false
380,"ps2556jcqphwdw005rg44osu"," un millón","1 000 000 ","2025-04-22T14:06:23.623Z","2025-04-22T14:06:23.623Z","","",16,30,true
382,"l1i6wzofyfqald9w5n8oqkk2"," un millón","650","2025-04-22T14:07:14.717Z","2025-04-22T14:07:14.717Z","","",16,30,false
384,"rifa8shu2ry866dm9c59fgx2","dos millones","250 000","2025-04-22T14:08:19.758Z","2025-04-22T14:08:19.758Z","","",16,30,false
386,"zrai4p3u3qh1yzunkjosvcol"," dos millones","2 000 000","2025-04-22T14:09:17.973Z","2025-04-22T14:09:17.973Z","","",16,30,true
388,"knc0w5eosx5pmvd5zicdoc65","la camiseta ","футболка","2025-04-23T05:25:26.152Z","2025-04-23T05:25:26.152Z","","",16,30,true
390,"zj8146g1ty2gdgxeu4ng8ndr","la camiseta ","майка","2025-04-23T05:27:23.584Z","2025-04-23T05:27:23.584Z","","",16,30,false
392,"uzq59wmb7u94h73wuetsqltw"," la camisa"," рубашка","2025-04-23T05:29:23.344Z","2025-04-23T05:29:23.344Z","","",16,30,true
394,"sxh3c0ln90t5alwi3u8wdjo2"," la camisa ","пиджак","2025-04-23T05:36:11.989Z","2025-04-23T05:36:11.989Z","","",16,30,false
396,"iwty939dnadh4f81gnal99p9","el pantalón "," брюки","2025-04-23T05:37:45.462Z","2025-04-23T05:37:45.462Z","","",16,30,true
398,"admq67mh2sifqv3l8i9ircae","el pantalón ","костюм","2025-04-23T05:39:33.121Z","2025-04-23T05:39:33.121Z","","",16,30,false
400,"o8denedykwxu7fox6e7m6yqf","los pantalones cortos "," шорты","2025-04-23T05:40:33.177Z","2025-04-23T05:40:33.177Z","","",16,30,true
402,"lrnintf3z2wt8edg3ff4ijkh","los pantalones cortos — шорты","бриджи","2025-04-23T05:41:35.016Z","2025-04-23T05:41:35.016Z","","",16,30,false
404,"ccclsqxctt57llp1s6og0p2k","el vestido "," платье","2025-04-23T05:43:42.813Z","2025-04-23T05:43:42.813Z","","",16,30,true
406,"d69vjj6w3fbev9wic2hmxlgy","el vestido ","жакет","2025-04-23T05:44:45.289Z","2025-04-23T05:44:45.289Z","","",16,30,false
408,"ub11nhjqlmqeakzs9m574r5x","la falda "," юбка","2025-04-23T05:46:47.303Z","2025-04-23T05:46:47.303Z","","",16,30,true
410,"dy8czqc86o8ulw15qrrhsfrf","la falda","брюки","2025-04-23T05:47:59.090Z","2025-04-23T05:47:59.090Z","","",16,30,false
412,"le0juwx9dhp171v9xn91chwk","el suéter / el jersey ","свитер","2025-04-23T05:49:03.302Z","2025-04-23T05:49:03.302Z","","",16,30,true
414,"j5hrqdk48i3y4rij5q3kpksb","el suéter / el jersey ","кофта","2025-04-23T05:50:02.160Z","2025-04-23T05:50:02.160Z","","",16,30,false
416,"onjkdw4hxzec3nuquvwq0cge"," la chaqueta"," куртка","2025-04-23T05:51:16.383Z","2025-04-23T05:51:16.383Z","","",16,30,true
418,"hk93ygu2w6hunyldoel71h4i"," la chaqueta","шарф","2025-04-23T05:52:47.773Z","2025-04-23T05:52:47.773Z","","",16,30,false
